timestamp,open,high,low,close,volume
1643558400000,2617.48,2630.29,2542.06,2601.24,26021.84676448
1643587200000,2601.24,2607.82,2476.44,2528.98,24784.33780334
1643616000000,2529.0,2635.19,2518.12,2620.74,30388.13246411
1643644800000,2621.0,2706.27,2614.36,2686.71,38657.01142809
1643673600000,2686.94,2766.95,2674.47,2736.68,28472.14962902
1643702400000,2737.09,2810.6,2719.8,2768.69,32701.57785673
1643731200000,2768.89,2813.82,2746.62,2787.52,29392.96417858
1643760000000,2787.41,2803.0,2741.4,2750.03,22654.5213646
1643788800000,2750.37,2810.57,2653.39,2663.63,36269.34207682
1643817600000,2663.47,2734.52,2613.43,2679.78,51273.69141998
1643846400000,2680.39,2724.16,2637.95,2670.5,25835.36508984
1643875200000,2670.46,2684.8,2575.61,2641.04,33951.80976277
1643904000000,2641.03,2699.63,2576.0,2696.71,37417.81183304
1643932800000,2696.34,2810.0,2670.8,2803.83,30914.41625203
1643961600000,2803.84,2926.85,2762.5,2872.33,56816.30983554
1643990400000,2872.04,2998.8,2868.16,2995.87,44327.63163032
1644019200000,2995.87,3036.97,2957.77,3001.48,28239.8218142
1644048000000,3001.49,3065.22,2988.0,3051.71,23359.65289559
1644076800000,3051.41,3055.75,2959.99,3013.39,23999.66879015
1644105600000,3012.74,3034.19,2989.71,3010.6,10959.30953752
1644134400000,3009.96,3046.65,2946.4,2991.35,24249.49394636
1644163200000,2991.84,3077.7,2975.45,3055.97,22674.88119194
1644192000000,3055.98,3111.0,2993.17,3079.44,38452.2481049
1644220800000,3079.44,3128.83,3050.0,3123.73,34184.65415985
1644249600000,3122.87,3187.2,3106.51,3139.76,40237.49154385
1644278400000,3139.76,3233.51,3112.05,3173.48,35958.54380089
1644307200000,3173.49,3178.24,3020.0,3076.34,50557.94156819
1644336000000,3076.35,3137.9,3025.71,3116.6,43200.34577736
1644364800000,3116.8,3136.39,3055.16,3105.68,25002.44695368
1644393600000,3105.91,3216.28,3068.69,3179.22,29493.67539524
1644422400000,3178.68,3270.63,3163.51,3243.58,32385.67907782
1644451200000,3243.59,3248.2,3156.93,3189.83,21025.54428153
1644480000000,3189.84,3284.0,3083.56,3209.74,63273.20666877
1644508800000,3209.74,3247.0,3056.72,3072.44,41123.19573753
1644537600000,3072.56,3105.69,3000.84,3098.51,27415.02386044
1644566400000,3098.51,3139.37,3062.32,3103.43,27776.90482186
1644595200000,3103.3,3113.14,2875.0,2926.93,55795.78057769
1644624000000,2926.92,2961.77,2881.53,2918.71,24205.33026995
1644652800000,2918.72,2943.59,2857.0,2880.15,25995.16679428
1644681600000,2880.14,2985.6,2864.55,2918.91,30061.78691388
1644710400000,2918.91,2946.7,2897.6,2922.62,12560.654205
1644739200000,2922.62,2954.52,2903.87,2919.01,16135.49177469
1644768000000,2919.32,2921.81,2835.28,2871.82,30464.72632407
1644796800000,2871.82,2893.19,2830.0,2882.48,21594.35387792
1644825600000,2882.18,2966.24,2846.3,2937.55,33515.08482419
1644854400000,2937.55,2964.76,2857.21,2929.97,34090.16828839
1644883200000,2929.97,3061.73,2912.81,3049.75,31470.65810641
1644912000000,3049.76,3147.77,3041.11,3122.82,33852.00864291
1644940800000,3122.82,3197.57,3087.3,3183.96,25191.27645353
1644969600000,3184.19,3184.64,3105.36,3149.05,22223.37355552
1644998400000,3149.05,3163.02,3052.0,3066.17,26778.6160286
1645027200000,3066.18,3188.65,3037.8,3122.17,26452.75263383
1645056000000,3122.44,3160.01,3051.0,3109.04,24340.49291136
1645084800000,3109.04,3135.8,2961.7,2989.08,36290.83002598
1645113600000,2989.35,3005.18,2852.0,2891.64,46923.06769243
1645142400000,2891.74,2920.2,2861.0,2904.74,22046.06006867
1645171200000,2904.82,2944.09,2783.51,2799.68,39514.32918174
1645200000000,2799.67,2826.19,2749.6,2779.52,39546.36269571
1645228800000,2779.53,2830.59,2766.6,2811.9,16209.69581847
1645257600000,2812.16,2819.38,2695.3,2745.7,25120.24159522
1645286400000,2745.7,2795.43,2727.53,2763.88,21655.90847044
1645315200000,2763.88,2764.99,2621.0,2653.54,25906.96493388
1645344000000,2653.54,2664.0,2600.0,2652.61,24758.86232834
1645372800000,2652.6,2675.6,2575.76,2621.86,27473.55434572
1645401600000,2621.85,2756.24,2605.29,2747.74,26610.88826553
1645430400000,2747.73,2759.89,2581.71,2722.93,49884.05728363
1645459200000,2723.42,2744.97,2558.5,2568.9,47985.66925274
1645488000000,2568.9,2621.92,2500.0,2515.61,33705.18713633
1645516800000,2515.84,2666.0,2514.56,2624.45,44622.1881097
1645545600000,2623.84,2661.36,2580.2,2636.66,37404.84534124
1645574400000,2636.45,2698.38,2595.77,2695.06,26848.03621757
1645603200000,2695.06,2752.89,2682.26,2688.29,30497.0025587
1645632000000,2688.29,2730.0,2575.6,2579.14,37541.71472122
1645660800000,2579.14,2592.99,2300.0,2370.94,84217.76570313
1645689600000,2370.76,2477.5,2332.1,2455.36,75616.13466111
1645718400000,2455.36,2755.4,2429.3,2595.5,90543.03651953
1645747200000,2595.99,2649.91,2582.68,2613.23,38835.57281632
1645776000000,2613.14,2744.07,2571.9,2732.79,46486.11060747
1645804800000,2733.85,2833.3,2665.42,2767.99,44696.97240493
1645833600000,2767.99,2878.9,2756.6,2792.74,27913.02790809
1645862400000,2792.69,2816.39,2727.8,2784.89,28454.30627352
1645891200000,2784.89,2855.0,2764.5,2778.96,27650.81351343
1645920000000,2778.96,2791.0,2678.0,2735.63,24022.70173374
1645948800000,2735.47,2836.31,2709.23,2808.47,46712.18712879
1645977600000,2808.49,2809.29,2558.17,2617.0,63295.04593446
1646006400000,2617.09,2679.0,2569.08,2635.13,47382.06555297
1646035200000,2635.13,2826.67,2606.96,2815.41,40810.25694405
1646064000000,2815.41,2955.54,2787.9,2921.96,54217.94309927
1646092800000,2921.66,2974.42,2882.16,2921.3,27077.22762014
1646121600000,2921.55,3037.59,2853.75,2949.96,34514.19499665
1646150400000,2949.37,2979.68,2896.37,2976.1,19708.05292525
1646179200000,2976.24,3044.17,2914.0,2969.13,23061.30024902
1646208000000,2969.08,3035.0,2925.31,2951.98,37583.58169095
1646236800000,2952.63,2987.85,2914.34,2947.4,23029.91990897
1646265600000,2947.4,2971.38,2871.0,2908.41,21600.08300929
1646294400000,2908.71,2935.44,2816.05,2827.97,22827.66687447
1646323200000,2827.98,2849.55,2784.74,2833.29,28188.23535746
1646352000000,2833.29,2838.01,2678.36,2732.69,28437.43600341
1646380800000,2732.82,2759.24,2665.34,2671.84,24602.58319854
1646409600000,2671.54,2697.76,2572.54,2622.3,29433.69812127
1646438400000,2622.01,2643.8,2589.04,2638.22,14050.02079854
1646467200000,2638.39,2672.39,2627.4,2642.59,12421.06022602
1646496000000,2642.88,2686.0,2639.52,2665.79,12166.06139294
1646524800000,2665.26,2676.28,2615.4,2645.08,12674.75808633
1646553600000,2645.08,2648.99,2582.71,2627.12,19322.76432612
1646582400000,2627.11,2655.4,2534.84,2550.28,19508.18156271
1646611200000,2550.64,2561.16,2508.23,2521.2,24054.86501036
1646640000000,2521.06,2648.99,2493.99,2617.15,29336.71776268
1646668800000,2617.1,2640.58,2445.34,2492.17,48250.25446038
1646697600000,2491.3,2573.16,2480.19,2535.94,20620.10937289
1646726400000,2535.94,2609.8,2527.51,2559.44,25131.06116444
1646755200000,2559.69,2624.5,2525.26,2575.97,25758.41765336
1646784000000,2575.97,2747.66,2568.11,2745.95,32501.172758
1646812800000,2745.37,2773.91,2712.1,2757.01,28636.85141088
1646841600000,2757.73,2759.38,2679.09,2727.3,16173.22757513
1646870400000,2727.54,2733.74,2572.22,2593.16,20040.33255109
1646899200000,2593.17,2647.64,2551.82,2598.01,17267.0063713
1646928000000,2597.31,2621.03,2583.86,2606.81,9569.05024928
1646956800000,2606.76,2617.16,2521.81,2608.33,13282.22900791
1646985600000,2608.83,2676.9,2567.55,2580.83,16717.40665499
1647014400000,2580.58,2587.0,2526.84,2556.7,10608.00108659
1647043200000,2556.71,2600.68,2553.3,2588.91,6196.73897479
1647072000000,2589.38,2596.67,2562.59,2585.0,6111.46454479
1647100800000,2585.01,2614.4,2562.66,2568.56,8730.28091313
1647129600000,2568.58,2603.52,2557.76,2581.09,5743.48160413
1647158400000,2581.1,2595.81,2533.78,2579.73,9477.04379953
1647187200000,2579.51,2586.5,2492.92,2515.65,10769.37990631
1647216000000,2515.65,2605.14,2499.08,2586.93,12817.62758742
1647244800000,2587.17,2608.9,2555.0,2573.34,10638.25231338
1647273600000,2573.24,2596.3,2514.26,2590.08,13384.35434156
1647302400000,2590.08,2602.72,2506.0,2532.6,11983.0316864
1647331200000,2532.6,2592.0,2510.57,2572.18,9528.88351713
1647360000000,2572.01,2668.39,2567.71,2618.01,16338.63373522
1647388800000,2618.01,2733.1,2603.59,2646.06,18237.42083971
1647417600000,2646.5,2723.4,2644.54,2704.28,13984.44524765
1647446400000,2704.29,2789.3,2631.78,2773.66,23468.24797983
1647475200000,2773.65,2787.5,2746.75,2755.86,8730.8875259
1647504000000,2755.81,2836.65,2751.53,2801.72,14718.01529348
1647532800000,2801.68,2834.9,2774.45,2812.68,11568.6650594
1647561600000,2812.7,2814.18,2767.2,2794.28,8534.09487196
1647590400000,2794.29,2901.92,2780.62,2896.73,15321.96950733
1647619200000,2896.73,2984.3,2882.59,2939.07,18494.94568938
1647648000000,2939.1,2979.84,2921.31,2924.03,8759.91049746
1647676800000,2924.04,2977.87,2922.36,2967.71,7396.04127772
1647705600000,2967.71,2987.64,2893.24,2950.89,10710.92174652
1647734400000,2950.89,2964.2,2907.13,2925.21,6970.76332923
1647763200000,2925.21,2930.7,2847.29,2854.05,10951.27760708
1647792000000,2854.05,2912.36,2818.11,2861.72,14980.10270363
1647820800000,2861.73,2895.33,2830.8,2890.39,12180.83160871
1647849600000,2889.96,2956.96,2873.62,2955.0,14246.61427957
1647878400000,2955.31,2960.76,2882.93,2890.29,11614.53935347
1647907200000,2890.28,3054.4,2886.55,2992.9,23210.55114567
1647936000000,2992.91,3029.3,2985.21,3002.42,13936.65076958
1647964800000,3002.43,3016.8,2960.61,2969.16,13323.65103007
1647993600000,2969.42,2992.8,2920.05,2949.54,13327.69409678
1648022400000,2949.55,3039.2,2933.78,3031.61,15487.27770389
1648051200000,3031.61,3044.47,2951.81,3035.96,15413.07235428
1648080000000,3035.96,3081.14,3005.01,3037.16,17348.89223032
1648108800000,3037.32,3129.22,3002.35,3115.09,22020.11658162
1648137600000,3115.08,3122.98,3085.78,3110.72,12542.15769934
1648166400000,3110.72,3146.41,3094.02,3128.29,11484.85639389
1648195200000,3128.3,3193.78,3096.0,3120.25,21800.98298241
1648224000000,3120.38,3138.62,3076.5,3101.96,13778.20645019
1648252800000,3101.96,3138.9,3085.0,3134.36,7012.4336112
1648281600000,3134.37,3139.1,3108.0,3116.49,6431.96393158
1648310400000,3116.5,3152.39,3109.18,3144.66,8098.38464475
1648339200000,3144.67,3169.64,3133.91,3155.1,8639.36343833
1648368000000,3155.1,3176.71,3126.5,3170.43,9879.39564398
1648396800000,3170.43,3299.62,3164.42,3295.48,23093.30694653
1648425600000,3295.48,3339.13,3275.23,3319.38,24555.13094961
1648454400000,3319.38,3400.44,3305.4,3357.4,27174.23890075
1648483200000,3357.4,3430.0,3311.0,3333.69,35990.37639207
1648512000000,3333.69,3423.3,3330.67,3387.54,20021.07409991
1648540800000,3387.53,3481.93,3385.75,3403.42,31000.96628563
1648569600000,3403.43,3442.6,3342.25,3400.52,25690.80154322
1648598400000,3400.52,3417.74,3331.9,3408.35,19969.70963685
1648627200000,3408.35,3419.15,3348.23,3382.69,19216.50318581
1648656000000,3382.69,3447.29,3371.33,3386.05,24625.72957489
1648684800000,3386.04,3425.0,3377.68,3403.4,17719.79598655
1648713600000,3403.39,3444.45,3336.44,3350.0,30511.37723948
1648742400000,3350.0,3355.4,3262.5,3281.09,47672.58308554
1648771200000,3281.88,3308.97,3210.93,3280.34,36010.24751019
1648800000000,3280.34,3452.18,3261.91,3432.36,47680.62610937
1648828800000,3432.35,3481.2,3405.3,3455.55,41620.76950644
1648857600000,3455.54,3523.59,3439.01,3483.7,37054.23774453
1648886400000,3484.03,3531.27,3445.0,3461.86,41166.70737605
1648915200000,3461.55,3487.64,3430.78,3444.31,29076.93151476
1648944000000,3444.31,3508.09,3412.27,3490.39,26131.71574696
1648972800000,3490.46,3519.67,3470.77,3500.09,31872.49076199
1649001600000,3500.09,3580.28,3476.3,3521.62,43903.63562396
1649030400000,3521.63,3523.41,3469.3,3502.41,31010.64953145
1649059200000,3502.41,3505.7,3421.3,3424.65,56945.37453463
1649088000000,3425.0,3547.8,3408.16,3518.9,48926.41252595
1649116800000,3518.9,3535.81,3500.15,3526.75,23362.99722018
1649145600000,3526.75,3554.74,3440.2,3452.49,38692.41316363
1649174400000,3452.49,3477.4,3396.49,3406.31,36159.46446459
1649203200000,3406.8,3407.42,3262.4,3345.96,45712.60405656
1649232000000,3345.97,3360.81,3215.59,3257.1,42683.83982038
1649260800000,3256.67,3263.91,3161.7,3167.78,31450.34776507
1649289600000,3167.69,3234.58,3141.51,3225.09,15994.56858696
1649318400000,3225.1,3269.1,3159.32,3199.27,21857.46454764
1649347200000,3198.74,3259.15,3195.25,3226.96,15900.58461324
1649376000000,3226.87,3288.0,3216.42,3286.59,19202.93964285
1649404800000,3286.59,3314.2,3211.84,3280.89,31306.56034481
1649433600000,3280.95,3291.49,3174.06,3192.65,23088.66529596
1649462400000,3192.14,3228.31,3180.09,3209.57,9992.32961234
1649491200000,3209.57,3234.2,3194.12,3208.85,8749.47582035
1649520000000,3208.95,3268.95,3202.34,3258.58,11792.5549717
1649548800000,3258.58,3267.6,3234.44,3242.64,7020.93831578
1649577600000,3242.65,3260.9,3232.6,3256.07,7625.04658635
1649606400000,3256.08,3307.44,3191.0,3202.31,23644.93783042
1649635200000,3202.32,3213.82,3153.0,3178.88,15698.19115156
1649664000000,3178.69,3180.5,3002.32,3003.02,29309.74060324
1649692800000,3002.76,3040.23,2947.79,2979.84,26060.68665452
1649721600000,2979.84,3027.94,2949.0,3025.09,19240.0730437
1649750400000,3025.08,3085.13,3012.0,3044.58,32718.67578654
1649779200000,3045.39,3063.49,2967.15,3027.2,28110.54669399
1649808000000,3027.2,3069.81,3005.62,3051.04,23275.97545806
1649836800000,3051.28,3116.17,2998.66,3093.47,36121.50737106
1649865600000,3093.48,3131.07,3070.22,3118.22,23862.07904305
1649894400000,3118.22,3146.08,3099.46,3113.67,13825.64393803
1649923200000,3113.66,3122.15,3011.56,3016.21,28842.64812959
1649952000000,3016.21,3026.2,2975.94,3022.05,19051.83406568
1649980800000,3022.06,3046.83,3011.15,3033.95,9988.05996386
1650009600000,3034.96,3060.0,2993.63,3028.51,13872.88852783
1650038400000,3028.52,3044.67,3009.21,3040.2,9155.55742286
1650067200000,3040.2,3049.79,3032.73,3034.2,5803.39727551
1650096000000,3034.2,3058.6,3010.45,3017.22,11552.27063444
1650124800000,3017.22,3085.87,3013.79,3059.53,11349.08251533
1650153600000,3059.53,3064.44,3022.05,3038.03,8888.74583789
1650182400000,3037.87,3082.29,3037.33,3072.97,13937.15516903
1650211200000,3072.97,3077.99,2981.85,2988.36,24208.96099895
1650240000000,2987.69,3002.35,2880.0,2892.22,20762.67963783
1650268800000,2892.22,2952.39,2889.0,2914.9,17073.81866467
1650297600000,2914.73,3069.97,2895.19,3055.87,28490.47778832
1650326400000,3055.87,3094.83,3030.06,3039.29,22905.74368263
1650355200000,3039.28,3130.14,3032.68,3110.94,31035.45050274
1650384000000,3110.65,3125.29,3080.61,3102.43,17426.69465154
1650412800000,3102.01,3115.0,3066.38,3089.63,16899.50387241
1650441600000,3089.62,3167.0,3051.8,3068.57,44673.39900702
1650470400000,3068.27,3096.47,3035.81,3076.5,23658.0788195
1650499200000,3076.03,3105.91,3066.27,3101.3,21213.52649239
1650528000000,3101.31,3178.8,3084.55,3104.76,45891.19549125
1650556800000,3104.76,3108.18,2941.0,2983.18,39582.92179388
1650585600000,2983.19,3034.71,2968.33,3020.18,24910.75353066
1650614400000,3020.18,3029.35,2943.61,2949.38,34754.32701501
1650643200000,2949.87,2983.3,2934.37,2962.23,25282.10849668
1650672000000,2962.23,2975.74,2915.77,2959.68,12450.74273024
1650700800000,2959.91,2971.42,2946.33,2966.31,9034.46723953
1650729600000,2966.32,2978.49,2921.5,2932.46,9473.46291448
1650758400000,2932.46,2959.95,2922.35,2949.27,7771.46601369
1650787200000,2949.27,2957.51,2912.22,2944.1,12966.27818048
1650816000000,2944.11,2967.2,2916.51,2921.0,18374.23261432
1650844800000,2921.01,2925.42,2794.6,2811.5,27975.85710506
1650873600000,2811.49,2896.19,2797.55,2869.41,27960.17576368
1650902400000,2869.41,3027.0,2865.35,3006.39,26231.69995984
1650931200000,3006.71,3038.2,2979.49,3003.57,14403.11295066
1650960000000,3003.57,3020.96,2854.1,2859.62,25900.2245519
1650988800000,2859.62,2885.4,2766.16,2809.44,33114.23677415
1651017600000,2809.99,2889.0,2794.07,2888.27,14450.25000348
1651046400000,2889.0,2919.88,2821.31,2864.82,26788.19562936
1651075200000,2864.94,2899.25,2838.59,2889.39,14722.97635963
1651104000000,2889.39,2934.82,2868.84,2901.0,15805.14965394
1651132800000,2900.91,2947.0,2854.28,2890.62,33776.68270435
1651161600000,2889.68,2980.0,2875.67,2936.96,27603.99213788
1651190400000,2936.96,2947.0,2904.29,2925.87,16818.23272108
1651219200000,2925.87,2927.65,2832.15,2856.68,37659.42920113
1651248000000,2856.68,2858.13,2776.8,2816.99,26411.13161257
1651276800000,2816.77,2841.48,2809.24,2829.44,11811.11205207
1651305600000,2829.44,2840.3,2771.53,2815.88,15667.33092614
1651334400000,2815.89,2821.4,2714.41,2726.95,25965.92422644
1651363200000,2726.95,2795.4,2716.7,2766.46,24100.3363169
1651392000000,2766.46,2818.79,2753.3,2806.02,17179.03311386
1651420800000,2806.25,2850.0,2756.0,2824.74,28719.50565768
1651449600000,2824.73,2874.9,2823.38,2845.81,27767.09620195
1651478400000,2845.82,2855.43,2779.38,2827.8,33150.75470884
1651507200000,2828.0,2882.0,2779.06,2855.84,32963.24778283
1651536000000,2856.24,2861.5,2827.81,2845.01,16239.19142119
1651564800000,2845.01,2853.96,2815.8,2822.96,23501.02560695
1651593600000,2822.97,2828.69,2754.41,2781.72,27149.12879744
1651622400000,2781.72,2832.98,2771.63,2830.0,14248.09664556
1651651200000,2830.0,2886.87,2826.0,2844.02,19312.47697537
1651680000000,2844.02,2969.26,2825.9,2940.64,26421.61095805
1651708800000,2940.65,2954.5,2925.25,2934.33,14468.240993
1651737600000,2934.33,2938.38,2728.13,2742.74,37200.20776465
1651766400000,2742.6,2771.12,2686.6,2749.24,43552.50444069
1651795200000,2749.26,2758.19,2694.79,2730.34,21012.03781289
1651824000000,2730.24,2744.7,2632.0,2687.83,50215.11757171
1651852800000,2687.83,2713.29,2669.75,2692.0,28070.15882418
1651881600000,2692.0,2698.0,2653.1,2672.71,17484.84918932
1651910400000,2672.72,2704.32,2667.64,2692.48,17295.67533945
1651939200000,2692.48,2701.51,2581.91,2635.78,39639.38383269
1651968000000,2635.79,2641.06,2518.2,2556.43,40586.15337351
1651996800000,2556.43,2578.21,2512.81,2516.62,26010.57741333
1652025600000,2516.69,2571.93,2481.27,2519.95,24508.45155845
1652054400000,2519.95,2530.7,2423.39,2447.87,27985.86642416
1652083200000,2447.88,2469.6,2347.06,2381.01,61432.61203584
1652112000000,2381.01,2405.0,2225.12,2229.29,96931.53859342
1652140800000,2228.37,2439.29,2200.0,2372.84,66211.51659258
1652169600000,2374.19,2457.69,2321.9,2361.89,72206.27559863
1652198400000,2361.9,2410.5,2259.62,2342.0,56388.78700075
1652227200000,2342.0,2405.0,2268.0,2316.17,84672.90807826
1652256000000,2316.17,2451.8,2100.0,2266.01,140786.61583288
1652284800000,2266.0,2284.0,2003.91,2085.6,94025.21482976
1652313600000,2085.49,2194.36,1792.41,1919.57,139823.70468508
1652342400000,1920.0,2053.08,1871.0,1968.01,106044.58184186
1652371200000,1968.41,2039.0,1869.57,1960.15,69474.9396485
1652400000000,1960.15,2145.1,1940.55,2047.83,57780.53648305
1652428800000,2047.83,2148.0,2047.36,2093.71,50738.80113296
1652457600000,2093.98,2112.59,2000.74,2009.22,42213.88002949
1652486400000,2009.22,2069.85,2001.2,2031.82,25884.88239048
1652515200000,2032.12,2054.49,1950.57,1963.72,29744.21732543
1652544000000,1963.7,2066.9,1955.1,2056.43,39639.64179422
1652572800000,2056.97,2079.59,2001.0,2037.62,15553.9895081
1652601600000,2037.61,2099.98,2018.65,2062.23,24299.09337332
1652630400000,2062.54,2167.0,2057.01,2145.5,31135.14155262
1652659200000,2145.5,2145.5,1991.91,2011.52,27988.53843362
1652688000000,2011.86,2060.45,1979.13,2014.87,29523.47415566
1652716800000,2014.88,2056.37,1980.0,2023.44,25718.72351832
1652745600000,2023.78,2093.92,2018.83,2070.86,15401.92905043
1652774400000,2070.86,2123.34,2043.33,2061.14,26142.52811848
1652803200000,2061.14,2102.0,2007.12,2090.96,40260.34665007
1652832000000,2090.82,2110.81,2017.78,2038.98,36639.2666068
1652860800000,2038.99,2049.3,1943.84,1955.95,34421.78855925
1652889600000,1955.96,1993.7,1908.0,1914.89,31246.21168199
1652918400000,1914.89,1973.1,1903.0,1952.5,31671.85529782
1652947200000,1952.33,2039.9,1913.64,2023.34,46107.52229782
1652976000000,2023.76,2029.36,1990.71,2020.0,29749.7804285
1653004800000,2020.0,2053.89,2001.7,2026.18,20687.55498453
1653033600000,2025.94,2064.0,1952.2,1961.05,30362.92479907
1653062400000,1961.08,1978.85,1923.0,1959.01,30477.85384274
1653091200000,1959.01,1986.45,1937.23,1978.77,17021.60289122
1653120000000,1978.77,1988.82,1956.11,1980.64,23391.79035961
1653148800000,1980.65,1991.19,1965.5,1974.97,16992.95646969
