timestamp,open,high,low,close,volume
1640995200000,46216.4,47560.0,46210.4,47196.4,1902.00462835
1641024000000,47196.5,47490.0,46711.0,47217.0,1534.86379911
1641052800000,47217.0,47936.7,47183.2,47728.6,1747.77366122
1641081600000,47728.6,47761.9,46750.1,47182.1,1355.62135016
1641110400000,47182.0,47483.0,46982.9,47340.7,1201.25503612
1641139200000,47340.8,47990.0,46656.1,47291.8,2313.97344589
1641168000000,47291.7,47291.7,46731.6,47051.2,1401.8369386
1641196800000,47051.2,47577.0,46601.0,46686.0,2432.45743349
1641225600000,46686.0,46797.6,45700.0,46443.4,3161.32426014
1641254400000,46443.4,46569.5,45940.9,46549.3,2135.05612633
1641283200000,46549.3,47529.0,46258.2,46921.3,2967.73067578
1641312000000,46921.3,46971.5,45555.0,45833.0,3319.29647561
1641340800000,45833.0,46587.3,45730.4,46401.6,1607.82709455
1641369600000,46401.7,47052.4,45900.0,46613.1,3510.55233458
1641398400000,46613.2,46671.0,42500.0,43456.8,9084.88548915
1641427200000,43456.2,43817.3,42595.1,43243.6,4039.58187802
1641456000000,43243.6,43274.9,42420.0,42949.1,3427.78610513
1641484800000,42949.2,43581.9,42747.6,43086.1,2331.43381835
1641513600000,43086.1,43149.3,41000.0,41705.2,5375.0863214
1641542400000,41709.1,42800.0,40600.0,41317.1,5095.55324946
1641571200000,41317.0,42314.3,40928.1,41561.4,3001.85896552
1641600000000,41561.5,42238.0,41554.9,41914.5,1831.64242806
1641628800000,41914.5,42193.8,41460.0,41613.6,2415.6644071
1641657600000,41613.6,42319.7,40501.0,41680.5,5527.36237304
1641686400000,41680.7,42176.7,41390.7,41784.7,1999.81334986
1641715200000,41784.7,41988.2,41214.9,41623.9,2195.57721178
1641744000000,41624.0,42791.3,41565.2,41877.6,3440.35247046
1641772800000,41877.6,42262.6,41600.0,42043.2,2161.51983737
1641801600000,42043.2,42119.7,39651.0,40981.8,4914.82634159
1641830400000,40981.8,42134.3,40579.9,41816.3,3477.39731234
1641859200000,41816.4,42385.0,41549.4,42206.4,2068.06537135
1641888000000,42208.0,42646.0,41257.1,41735.8,3605.62862168
1641916800000,41735.9,43101.5,41613.9,42734.6,3910.84882062
1641945600000,42734.5,42969.9,42456.1,42572.6,1797.32298372
1641974400000,42572.6,44089.1,42514.1,43561.5,3965.30963601
1642003200000,43561.4,44330.1,43334.0,43916.9,2986.65259617
1642032000000,43917.0,44048.9,43419.7,43712.2,1901.16102285
1642060800000,43712.3,44421.0,42877.0,43201.9,3788.98466359
1642089600000,43202.0,43474.0,42311.0,42569.6,3103.61611043
1642118400000,42569.6,42971.9,42366.7,42652.7,1843.95721893
1642147200000,42653.5,43334.9,41713.0,43100.1,3395.71599558
1642176000000,43099.4,43459.9,42777.0,43067.3,2137.84783021
1642204800000,43067.3,43179.6,42716.3,43095.4,1172.8919442
1642233600000,43095.4,43417.2,42564.1,43405.9,1790.05564409
1642262400000,43405.8,43800.9,43058.4,43074.0,1632.86907213
1642291200000,43074.1,43256.0,42839.0,43206.0,1292.99917622
1642320000000,43206.0,43422.1,42600.0,43231.1,1911.67582435
1642348800000,43231.2,43477.0,42753.0,43072.6,1410.56783984
1642377600000,43072.6,43176.9,42323.6,42650.0,1724.38895241
1642406400000,42650.0,42904.8,42390.7,42475.6,1604.1759813
1642435200000,42475.7,42534.6,41500.0,42202.2,2646.92379558
1642464000000,42202.1,42438.5,41895.0,42059.8,1868.28009296
1642492800000,42059.9,42060.4,41279.0,41586.8,3378.21246279
1642521600000,41586.8,42675.2,41386.6,42349.2,3292.06984865
1642550400000,42349.3,42515.0,41160.0,41284.4,3160.08847655
1642579200000,41285.7,42559.4,41140.0,41984.1,3621.44677997
1642608000000,41984.1,42359.0,41561.4,41666.0,2981.07365908
1642636800000,41665.9,42152.5,41623.2,42059.4,1626.40033587
1642665600000,42059.4,43445.0,41799.9,43293.4,2877.56722727
1642694400000,43294.8,43498.3,40563.2,40686.0,5765.48833656
1642723200000,40680.9,41103.4,38000.8,39134.4,7023.88993423
1642752000000,39134.3,39287.0,37698.0,38859.1,5532.21109395
1642780800000,38859.2,39061.0,35420.0,36454.9,8384.41382827
1642809600000,36454.8,36828.0,35098.0,35404.1,5982.37720303
1642838400000,35400.0,36175.3,34011.4,34839.5,6815.43002266
1642867200000,34839.5,35712.3,34196.3,35064.3,5550.46041506
1642896000000,35064.9,35766.3,34810.5,35580.0,2709.40014852
1642924800000,35577.8,36663.0,35050.0,35288.3,3824.81260054
1642953600000,35288.4,36510.0,34600.8,36253.6,3686.03120782
1642982400000,36253.7,36256.6,34806.7,34887.2,2444.65248451
1643011200000,34887.2,35567.0,32918.7,34230.4,8232.94657944
1643040000000,34247.0,37557.3,33782.7,36675.4,7232.87639756
1643068800000,36669.3,36694.1,35703.8,36060.1,2266.65848775
1643097600000,36060.1,37160.0,35975.8,36547.9,4111.87611657
1643126400000,36541.5,37549.0,36410.4,36956.9,3981.09591883
1643155200000,36958.1,37972.0,36555.3,37345.4,3021.70418436
